Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,TotalSquareFeet
793,60,2,92.0,9920,1,0,3,0,1,4,0,22,7,6,1,2,7,5,1996,1997,4,0,2,3,3,0.0,2,4,3,2,4,4,0,862,6,0,255,1117,5,0,1,1,1127,886,0,2013,1,0,2,1,3,1,3,8,6,1,5,6,1997.0,2,2,455,5,5,1,180,130,0,0,0,0,0,0,0,0,6,2007,4,1,269790,11,3130
794,20,2,76.0,9158,1,0,1,0,1,1,0,10,7,6,1,6,8,5,2007,2007,4,0,10,6,0,140.0,2,4,3,2,4,4,6,0,6,0,1496,1496,5,0,1,1,1496,0,0,1496,0,0,2,0,3,1,2,7,6,0,0,6,2007.0,3,2,474,5,5,1,168,130,0,0,0,0,0,0,0,0,6,2007,8,2,225000,0,2992
795,60,2,69.0,10832,1,0,3,0,1,0,0,1,7,6,1,2,7,5,1994,1996,4,0,2,3,3,0.0,2,4,3,2,4,2,6,0,6,0,712,712,5,0,1,1,1086,809,0,1895,0,0,2,1,3,1,2,7,6,1,5,6,1994.0,3,2,409,5,5,1,143,46,0,0,0,0,0,0,4,500,10,2008,4,1,194500,14,2607
796,60,2,70.0,8400,1,0,1,0,1,1,0,4,7,6,1,2,6,6,1980,1981,4,0,0,1,2,130.0,3,4,2,2,4,2,6,0,6,0,650,650,5,4,1,1,888,676,0,1564,0,0,2,1,3,1,3,7,6,1,5,6,1980.0,2,2,476,5,5,1,0,50,0,0,204,0,0,2,0,0,4,2010,4,1,171000,30,2214
797,20,2,71.0,8197,1,0,1,0,1,1,0,24,7,6,1,6,6,5,1977,1977,4,0,8,9,2,148.0,3,4,2,4,4,2,6,0,6,0,660,660,5,0,1,1,1285,0,0,1285,0,0,1,1,3,1,3,7,6,1,5,6,1977.0,1,2,528,5,5,1,138,0,0,0,0,0,0,2,0,0,4,2007,4,1,143500,30,1945
798,20,2,57.0,7677,1,0,1,0,1,1,0,14,7,6,1,6,5,5,1953,1953,4,0,5,5,3,0.0,3,4,2,4,4,2,1,570,6,0,203,773,5,1,1,1,773,0,0,773,0,0,1,0,2,1,3,4,6,0,0,6,1953.0,2,1,240,5,5,1,0,0,0,0,0,0,0,0,0,0,4,2008,4,4,110000,55,1546
799,60,2,104.0,13518,1,0,1,0,1,1,0,0,7,6,1,2,9,5,2008,2009,0,0,5,5,0,860.0,1,4,3,1,4,2,6,0,6,0,1926,1926,5,0,1,1,1966,1174,0,3140,0,0,3,1,4,1,1,11,6,2,2,2,2009.0,3,3,820,5,5,1,144,78,0,0,0,0,0,0,0,0,7,2009,8,2,485000,1,5066
800,50,2,60.0,7200,1,0,1,0,1,0,0,23,3,6,1,5,5,7,1937,1950,4,0,12,13,2,252.0,3,4,5,2,4,2,4,569,6,0,162,731,5,0,1,1,981,787,0,1768,1,0,1,1,3,1,2,7,6,2,5,3,1939.0,2,1,240,5,5,1,0,0,264,0,0,0,0,2,0,0,6,2007,4,1,175000,70,2499
801,60,2,79.0,12798,1,0,3,2,1,1,2,7,3,6,1,2,6,5,1997,1997,4,0,5,5,3,0.0,3,4,3,2,4,1,0,462,6,0,154,616,5,1,1,1,616,1072,0,1688,1,0,2,1,4,1,2,8,6,0,0,6,1997.0,1,2,603,5,5,1,403,114,185,0,0,0,0,0,4,400,5,2008,4,1,200000,11,2304
802,30,4,40.0,4800,1,0,1,0,1,1,0,15,7,6,1,6,4,7,1916,1990,4,0,2,3,3,0.0,3,4,2,4,4,2,5,197,6,0,999,1196,5,0,1,3,1196,0,0,1196,1,0,1,0,2,1,3,5,6,0,0,3,1957.0,2,2,440,5,5,1,0,0,0,0,0,0,0,0,0,0,7,2007,4,1,109900,91,2392
803,60,2,63.0,8199,1,0,1,0,1,1,0,13,7,6,1,2,7,5,2005,2005,4,0,3,14,3,0.0,2,4,3,2,4,4,0,648,6,0,80,728,5,0,1,1,728,728,0,1456,1,0,2,1,3,1,2,7,6,1,2,6,2005.0,3,2,410,5,5,1,36,18,0,0,0,0,0,0,0,0,10,2008,4,1,189000,3,2184
804,60,2,107.0,13891,1,0,1,0,1,1,0,0,7,6,1,2,9,5,2008,2009,0,0,5,5,0,424.0,1,4,3,1,4,1,6,0,6,0,1734,1734,5,0,1,1,1734,1088,0,2822,0,0,3,1,4,1,1,12,6,1,2,2,2009.0,1,3,1020,5,5,1,52,170,0,0,192,0,0,0,0,0,1,2009,8,2,582933,1,4556
805,20,2,75.0,9000,1,0,1,0,1,1,0,14,7,6,1,6,5,5,1954,1954,4,0,12,13,3,0.0,3,4,2,4,4,2,5,812,6,0,124,936,5,4,1,1,1128,0,0,1128,0,0,1,0,2,1,3,5,3,0,0,6,1954.0,2,1,286,5,5,1,0,0,0,0,0,0,0,4,0,0,6,2006,4,5,118000,52,2064
806,20,2,91.0,12274,1,0,3,0,1,3,0,10,7,6,1,6,7,5,2008,2008,4,0,5,5,0,256.0,2,4,3,2,4,2,6,0,6,0,1417,1417,5,0,1,1,1428,0,0,1428,0,0,2,0,3,1,1,6,6,0,0,6,2008.0,1,2,554,5,5,1,0,60,0,0,0,0,0,0,0,0,7,2008,8,2,227680,0,2845
807,80,2,75.0,9750,1,0,1,0,1,1,0,14,7,6,1,3,5,5,1967,1967,4,0,5,5,3,0.0,3,4,3,4,4,4,4,400,3,480,100,980,5,1,1,1,980,0,0,980,0,0,2,0,3,1,3,6,6,0,0,6,1967.0,3,1,384,5,5,1,68,0,0,0,0,0,0,0,0,0,10,2006,4,1,135500,39,1960
808,70,2,144.0,21384,1,0,1,0,1,1,0,3,7,6,1,2,5,6,1923,2004,4,0,12,13,3,0.0,3,4,2,4,4,1,0,1309,6,0,15,1324,5,0,1,1,1072,504,0,1576,2,0,1,1,3,1,2,6,6,1,5,6,1923.0,1,2,528,5,5,1,0,312,0,0,0,0,0,0,0,0,5,2009,4,1,223500,86,2900
809,80,2,85.0,13400,1,0,1,0,1,1,0,14,7,6,1,3,5,5,1966,1966,4,0,5,5,2,1047.0,3,4,2,4,4,4,4,516,1,128,380,1024,5,4,1,1,1086,0,0,1086,1,0,1,0,3,1,3,6,6,1,2,6,1966.0,1,2,484,5,5,1,0,0,0,0,0,0,0,4,0,0,6,2006,4,1,159950,40,2110
810,75,4,90.0,8100,1,0,1,0,1,0,0,5,7,6,1,0,5,5,1898,1965,0,0,9,11,3,0.0,3,4,3,4,4,2,6,0,6,0,849,849,5,4,0,3,1075,1063,0,2138,0,0,2,0,2,3,3,11,6,0,0,3,1910.0,2,2,360,3,4,0,40,156,0,0,0,0,0,2,0,0,11,2009,4,1,106000,111,2987
811,20,2,78.0,10140,1,0,1,0,1,1,0,6,7,6,1,6,6,6,1974,1999,0,0,0,1,2,99.0,3,4,2,4,4,2,4,663,5,377,0,1040,5,2,1,1,1309,0,0,1309,1,0,1,1,3,1,2,5,6,1,3,6,1974.0,1,2,484,5,5,1,265,0,0,0,0,648,3,3,0,0,1,2006,4,1,181000,32,2349
812,120,4,69.0,4438,1,0,1,0,1,1,0,13,7,6,2,6,6,5,2004,2004,4,0,5,5,2,169.0,2,4,3,2,4,1,0,662,6,0,186,848,5,0,1,1,848,0,0,848,1,0,1,0,1,1,2,4,6,1,2,6,2004.0,3,2,420,5,5,1,140,0,0,0,0,0,0,0,0,0,6,2008,3,1,144500,4,1696
813,20,3,66.0,8712,0,0,1,1,1,1,2,15,7,6,1,6,5,5,1952,1952,0,0,12,13,3,0.0,0,4,2,4,4,4,6,0,6,0,540,540,5,4,0,3,1044,0,0,1044,0,0,1,0,2,1,0,4,6,0,0,4,1952.0,2,2,504,5,5,0,0,0,0,0,0,0,0,0,4,54,6,2010,4,3,55993,58,1584
814,20,2,75.0,9750,1,0,1,0,1,1,0,14,7,6,1,6,6,6,1958,1958,4,0,2,3,2,243.0,3,4,2,4,4,2,3,608,6,0,834,1442,5,1,1,1,1442,0,0,1442,0,0,1,1,4,1,3,7,6,0,0,6,1958.0,1,1,301,5,5,1,0,0,275,0,0,0,0,0,4,500,4,2007,6,1,157900,49,2884
815,50,2,45.0,8248,1,1,1,0,1,1,0,2,7,6,1,5,5,7,1918,1950,4,0,1,2,3,0.0,3,4,5,4,4,2,6,0,6,0,686,686,2,1,1,1,686,564,0,1250,0,1,1,1,3,1,0,7,6,0,0,3,1955.0,2,1,280,5,5,2,207,0,96,0,0,0,0,0,0,0,7,2006,4,1,116000,88,1936
816,20,2,48.0,12137,1,0,0,0,1,4,0,13,7,6,1,6,7,5,1998,1998,4,0,5,5,2,442.0,3,4,3,2,4,2,6,0,6,0,1649,1649,5,0,1,1,1661,0,0,1661,0,0,2,0,3,1,2,6,6,0,0,6,1998.0,1,2,598,5,5,1,0,34,0,0,0,0,0,0,0,0,5,2010,4,1,224900,12,3310
817,20,2,69.0,11425,1,0,3,0,1,0,0,14,7,6,1,6,5,6,1954,1954,4,0,6,7,3,0.0,3,4,2,4,4,2,1,486,6,0,522,1008,5,1,1,1,1008,0,0,1008,0,0,1,0,2,1,3,4,6,1,2,6,1954.0,1,1,275,5,5,1,0,0,120,0,0,0,0,0,0,0,7,2006,4,1,137000,52,2016
818,20,2,69.0,13265,1,0,3,0,1,4,0,17,7,6,1,6,8,5,2002,2002,0,0,10,6,2,148.0,2,4,3,2,4,2,0,1218,6,0,350,1568,5,0,1,1,1689,0,0,1689,1,0,2,0,3,1,2,7,6,2,2,6,2002.0,1,3,857,5,5,1,150,59,0,0,0,0,0,0,0,0,7,2008,4,1,271000,6,3257
819,80,2,80.0,8816,1,0,1,0,1,1,0,7,7,6,1,3,6,7,1971,1971,4,0,0,1,2,80.0,3,4,2,4,4,4,0,504,6,0,506,1010,5,1,1,1,1052,0,0,1052,1,0,1,0,3,1,3,6,6,0,0,6,1971.0,2,2,440,5,5,1,0,0,0,0,0,0,0,2,0,0,6,2010,4,1,155000,39,2062
820,120,2,44.0,6371,1,0,3,0,1,1,0,0,7,6,2,6,7,5,2009,2010,4,0,5,5,0,128.0,2,4,3,2,4,3,0,733,6,0,625,1358,5,0,1,1,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,2,6,2010.0,1,2,484,5,5,1,192,35,0,0,0,0,0,0,0,0,6,2010,8,2,224000,1,2716
821,60,2,72.0,7226,1,0,3,0,1,4,0,13,7,6,1,2,7,5,2003,2003,4,0,5,5,3,0.0,2,4,3,2,4,2,6,0,6,0,798,798,5,0,1,1,798,842,0,1640,0,0,2,1,3,1,2,6,6,0,0,6,2003.0,1,2,595,5,5,1,0,45,0,0,0,0,0,0,0,0,6,2008,4,1,183000,5,2438
822,20,4,60.0,6000,1,2,1,1,1,1,2,5,7,6,3,6,4,4,1953,1953,4,0,2,3,3,0.0,0,4,2,3,4,2,6,0,6,0,936,936,5,4,0,1,936,0,0,936,0,0,1,0,2,1,3,4,2,0,0,3,1974.0,2,2,576,5,5,1,0,32,112,0,0,0,0,0,0,0,2,2009,4,1,93000,56,1872
823,60,2,69.0,12394,1,0,3,0,1,0,0,1,7,6,1,2,7,5,2003,2003,4,0,5,5,3,0.0,2,4,3,2,4,1,6,0,6,0,847,847,5,0,1,1,847,886,0,1733,0,0,2,1,3,1,2,7,6,1,2,2,2003.0,3,2,433,5,5,1,100,48,0,0,0,0,0,0,0,0,10,2007,4,5,225000,4,2580
824,50,2,60.0,9900,1,0,1,0,1,1,0,23,7,6,1,5,6,7,1940,1950,4,0,5,5,3,0.0,3,4,5,4,4,2,6,0,6,0,778,778,5,4,1,1,944,545,0,1489,0,0,2,0,3,1,3,7,6,1,2,3,1940.0,2,1,240,5,5,1,335,0,0,0,0,0,0,4,0,0,7,2009,4,1,139500,69,2267
825,20,0,81.0,11216,1,0,1,0,1,1,0,10,7,6,1,6,8,5,2006,2006,4,0,5,5,3,0.0,2,4,3,2,1,2,6,0,6,0,1489,1489,5,0,1,1,1489,0,0,1489,0,0,2,0,3,1,2,7,6,1,2,6,2006.0,1,2,776,5,5,1,0,140,0,0,0,0,0,0,0,0,6,2006,8,2,232600,0,2978
826,20,2,114.0,14803,1,0,1,0,1,1,0,0,1,1,1,6,10,5,2007,2008,0,0,10,6,2,816.0,1,4,3,1,4,4,0,1636,6,0,442,2078,5,0,1,1,2084,0,0,2084,1,0,2,0,2,1,1,7,6,1,2,6,2007.0,3,3,1220,5,5,1,188,45,0,0,0,0,0,0,0,0,6,2008,8,2,385000,1,4162
827,45,4,50.0,6130,1,0,1,0,1,1,0,3,7,6,1,7,5,6,1924,1950,4,0,2,3,3,0.0,3,4,5,4,4,2,4,784,6,0,0,784,5,1,1,1,784,0,0,784,1,0,1,0,2,1,2,5,6,0,0,0,1980.0,0,0,0,0,0,1,0,0,116,0,0,0,0,0,0,0,5,2008,4,1,109500,84,1568
828,20,2,65.0,8529,1,0,3,0,1,1,0,4,7,6,1,6,7,5,2001,2001,4,0,5,5,3,0.0,2,4,3,2,4,2,0,20,6,0,1434,1454,5,0,1,1,1434,0,0,1434,0,0,2,0,3,1,2,6,6,1,5,6,2001.0,1,2,527,5,5,1,290,39,0,0,0,0,0,0,0,0,4,2009,4,1,189000,8,2888
829,60,2,69.0,28698,1,0,0,3,1,4,1,7,7,6,1,2,5,5,1967,1967,1,3,8,9,3,0.0,3,4,3,4,1,1,5,249,4,764,0,1013,5,4,1,1,1160,966,0,2126,0,1,2,1,3,1,3,7,2,0,0,6,1967.0,3,2,538,5,5,1,486,0,0,0,225,0,0,0,0,0,6,2009,4,4,185000,42,3139
830,160,0,24.0,2544,1,2,1,0,1,1,0,10,7,6,0,2,7,5,2005,2005,4,0,2,3,3,0.0,2,4,3,2,4,2,6,0,6,0,600,600,5,0,1,1,520,623,80,1223,0,0,2,1,2,1,2,4,6,0,0,3,2005.0,1,2,480,5,5,1,0,166,0,0,0,0,0,0,0,0,7,2006,4,1,147400,1,1743
831,20,2,80.0,11900,1,0,3,0,1,0,0,14,7,6,1,6,6,5,1957,1957,4,0,0,1,2,387.0,3,4,2,4,4,2,3,1040,6,0,352,1392,5,4,1,3,1392,0,0,1392,1,0,1,1,3,1,3,6,6,2,2,6,1957.0,1,2,458,5,5,1,0,0,0,0,192,0,0,0,0,0,6,2008,4,1,166000,51,2784
832,160,0,30.0,3180,1,2,1,0,1,1,0,10,7,6,2,2,7,5,2005,2005,4,0,2,3,3,0.0,3,4,3,2,4,2,6,0,6,0,600,600,5,0,1,1,520,600,80,1200,0,0,2,1,2,1,2,4,6,0,0,3,2005.0,1,2,480,5,5,1,0,166,0,0,0,0,0,0,0,0,6,2006,4,1,151000,1,1720
833,60,2,44.0,9548,1,0,3,0,1,4,0,13,7,6,1,2,7,6,2003,2003,4,0,5,5,2,223.0,2,4,3,2,4,2,0,483,6,0,458,941,5,0,1,1,941,888,0,1829,1,0,2,1,3,1,2,7,6,1,5,6,2003.0,1,2,613,5,5,1,192,39,0,0,0,0,0,0,0,0,1,2010,4,1,237000,7,2770
834,20,2,100.0,10004,1,0,1,0,1,1,0,14,7,6,1,6,6,6,1964,1964,4,0,0,9,2,180.0,3,4,2,4,4,2,3,196,1,345,975,1516,5,4,1,1,1516,0,0,1516,0,0,1,1,3,1,3,6,6,0,0,6,1964.0,1,2,472,5,5,1,0,0,0,0,152,0,0,0,0,0,2,2009,4,1,167000,45,3032
835,20,2,75.0,7875,1,0,1,0,1,1,0,14,7,6,1,6,5,6,1961,1961,4,0,5,5,2,136.0,3,4,2,4,4,2,3,572,6,0,572,1144,5,1,1,1,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,0,6,1961.0,2,2,456,5,5,1,0,0,0,0,0,0,0,4,0,0,9,2008,4,1,139950,47,2288
836,20,2,60.0,9600,1,0,1,0,1,1,0,24,7,6,1,6,4,7,1950,1995,4,0,5,1,3,0.0,3,4,2,2,4,2,1,442,6,0,625,1067,5,4,1,1,1067,0,0,1067,0,0,2,0,2,1,2,4,2,0,0,6,1996.0,2,2,436,5,5,1,290,0,0,0,0,0,0,0,0,0,2,2010,4,1,128000,60,2134
837,30,4,90.0,8100,1,2,1,0,1,1,0,5,7,6,1,6,5,6,1948,1973,4,0,5,5,3,0.0,3,4,5,4,4,2,3,338,6,0,1221,1559,5,1,1,1,1559,0,0,1559,1,0,1,0,2,1,3,5,2,0,0,3,1948.0,2,2,812,5,5,1,0,116,230,0,0,0,0,4,0,0,6,2007,6,1,153500,59,3118
838,160,4,21.0,1680,1,0,1,0,1,1,0,21,7,6,0,2,6,5,1973,1973,4,0,0,1,2,158.0,3,4,2,4,4,2,1,330,6,0,153,483,5,4,1,1,483,504,0,987,1,0,1,1,2,1,3,5,6,0,0,3,1973.0,2,1,264,5,5,1,0,0,0,0,0,0,0,0,0,0,11,2008,4,1,100000,35,1470
839,20,2,75.0,9525,1,0,1,0,1,1,0,13,7,6,1,6,5,6,1995,2006,4,0,5,5,3,0.0,3,4,3,2,4,2,6,0,6,0,1099,1099,5,0,1,1,1099,0,0,1099,0,0,1,1,3,1,2,6,6,0,0,6,1999.0,2,1,352,5,5,1,278,0,0,0,0,0,0,0,0,0,6,2008,4,1,144000,13,2198
840,50,2,70.0,11767,1,0,1,0,1,1,0,2,7,6,1,5,5,6,1946,1995,4,0,2,3,3,0.0,3,4,2,4,4,2,1,352,6,0,416,768,5,0,1,1,768,432,0,1200,0,0,1,0,3,1,3,6,6,0,0,3,1946.0,2,1,240,5,5,1,0,0,0,0,0,0,0,0,0,0,5,2008,4,1,130500,62,1968
841,70,1,69.0,12155,1,0,3,0,1,1,0,23,7,6,1,2,6,8,1925,1950,4,0,12,13,3,0.0,3,4,5,4,4,2,1,156,6,0,516,672,5,4,0,1,810,672,0,1482,0,0,2,0,4,1,0,7,6,0,0,3,1934.0,2,1,400,5,5,2,0,0,254,0,0,0,0,0,0,0,3,2008,4,1,140000,83,2154
842,70,4,60.0,10440,1,1,1,0,1,1,0,5,7,6,1,2,5,8,1904,2002,4,0,2,3,3,0.0,3,4,3,4,4,2,6,0,6,0,650,650,5,1,1,1,958,581,0,1539,0,0,2,0,3,1,2,8,6,1,4,3,1983.0,2,2,686,2,5,2,70,78,68,0,0,0,0,0,0,0,6,2008,4,1,157500,104,2189
843,80,2,82.0,9020,1,0,1,0,1,1,0,14,7,6,1,3,6,7,1966,1966,4,0,0,1,2,183.0,3,4,2,4,4,1,3,312,4,539,276,1127,5,4,1,1,1165,0,0,1165,1,0,1,1,3,1,3,6,6,0,0,6,1966.0,1,2,490,2,2,1,0,129,0,0,0,0,0,3,0,0,5,2008,4,1,174900,42,2292
844,90,2,80.0,8000,1,0,1,0,1,0,0,14,4,6,4,6,5,4,1961,1961,4,0,6,7,3,0.0,3,4,2,4,4,2,6,0,6,0,1800,1800,5,0,0,1,1800,0,0,1800,0,0,2,0,6,2,3,10,6,0,0,0,1980.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2007,4,1,141000,46,3600
845,50,4,100.0,12665,1,1,3,0,1,1,0,5,4,6,1,5,5,8,1915,1950,4,0,12,13,3,0.0,3,4,5,4,4,3,6,0,6,0,876,876,5,1,1,1,876,540,0,1416,0,0,1,1,4,1,3,7,6,1,2,3,1949.0,2,3,720,5,5,1,418,0,194,0,0,0,0,0,0,0,6,2008,4,1,153900,93,2292
846,85,2,69.0,16647,1,0,3,0,1,4,0,24,2,6,1,4,5,5,1975,1981,4,0,0,1,3,0.0,3,4,2,2,4,1,4,1390,6,0,0,1390,5,4,1,1,1701,0,0,1701,1,0,2,0,3,1,3,6,2,2,5,4,1975.0,3,2,611,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2007,4,1,171000,32,3091
847,60,2,75.0,9317,1,0,1,0,1,1,0,4,7,6,1,2,7,5,1993,1993,4,0,0,1,2,137.0,2,4,3,2,4,2,4,513,6,0,227,740,5,0,1,1,1006,769,0,1775,1,0,2,1,3,1,2,7,6,1,5,6,1993.0,2,2,425,5,5,1,234,72,192,0,0,0,0,0,0,0,7,2009,4,1,213000,16,2515
848,20,2,36.0,15523,1,0,3,0,1,4,0,13,7,6,1,6,5,6,1972,1972,4,0,0,9,3,0.0,3,4,2,4,4,4,1,460,6,0,404,864,5,0,1,1,864,0,0,864,1,0,1,0,3,1,3,5,6,1,3,6,1972.0,2,1,338,5,5,1,0,0,0,0,0,0,0,0,0,0,8,2009,4,1,133500,37,1728
849,50,2,75.0,45600,1,0,0,1,1,1,0,7,7,6,1,5,6,8,1908,1997,4,0,12,13,3,0.0,3,4,5,4,4,2,6,0,6,0,907,907,5,4,1,1,1307,1051,0,2358,0,0,3,0,5,1,3,10,6,1,2,3,1908.0,2,2,360,3,5,1,486,40,0,0,175,0,0,0,0,0,9,2008,4,1,240000,100,3265
850,80,2,80.0,9600,1,0,1,0,1,3,0,8,3,6,1,3,6,7,1976,1994,0,0,8,9,2,360.0,2,1,2,4,4,2,6,0,6,0,528,528,5,0,1,1,1094,761,0,1855,0,0,2,1,3,1,3,7,6,1,5,6,1976.0,1,2,512,5,5,1,113,100,0,0,0,0,0,0,0,0,8,2007,4,1,187000,31,2383
851,120,4,36.0,4435,1,0,1,0,1,1,0,13,7,6,2,6,6,5,2003,2003,4,0,5,5,2,170.0,2,4,3,2,4,4,0,659,6,0,189,848,5,0,1,1,848,0,0,848,1,0,1,0,1,1,2,3,6,0,0,6,2003.0,3,2,420,5,5,1,140,0,0,0,0,0,0,0,0,0,11,2007,4,1,131500,4,1696
852,120,2,69.0,3196,1,0,1,0,1,1,0,11,7,6,2,6,8,5,2003,2003,4,0,5,5,2,40.0,2,4,3,2,4,1,6,0,6,0,1273,1273,5,0,1,1,1456,0,0,1456,0,0,2,0,2,1,2,7,6,1,5,6,2003.0,3,2,400,5,5,1,143,20,0,0,0,0,0,0,0,0,5,2006,4,1,215000,3,2729
853,75,2,53.0,7128,1,0,1,0,1,1,0,12,7,6,1,0,7,5,1941,1950,4,0,2,3,3,0.0,3,1,2,4,4,2,3,364,6,0,554,918,5,1,1,1,918,728,0,1646,0,0,2,0,4,1,3,7,6,2,2,3,1941.0,2,1,240,5,5,1,0,0,0,0,126,0,0,2,0,0,8,2007,4,1,164000,66,2564
854,80,2,69.0,12095,1,0,3,0,1,0,0,14,7,6,1,3,6,6,1964,1964,4,0,2,1,2,115.0,3,1,2,4,4,1,3,564,6,0,563,1127,5,4,1,1,1445,0,0,1445,0,0,1,1,3,1,3,7,6,1,3,6,1964.0,1,2,645,5,5,1,180,0,0,0,0,0,0,2,0,0,8,2009,4,1,158000,45,2572
855,20,2,102.0,17920,1,0,1,0,1,1,0,24,7,6,1,6,5,4,1955,1974,0,0,12,9,3,0.0,3,4,2,4,4,3,4,306,3,1085,372,1763,5,4,1,1,1779,0,0,1779,1,0,1,1,3,1,3,6,6,1,2,6,1955.0,2,2,454,5,5,1,0,418,0,0,312,0,0,0,0,0,7,2006,4,4,170000,51,3542
856,20,2,69.0,6897,1,0,3,0,1,0,0,24,7,6,1,6,5,8,1962,2010,4,0,0,1,3,0.0,3,1,2,4,4,2,4,659,6,0,381,1040,5,0,1,1,1040,0,0,1040,1,0,1,1,3,1,3,6,6,0,0,3,1962.0,2,1,260,5,5,1,0,104,0,0,0,0,0,0,0,0,4,2010,4,1,127000,48,2080
857,80,2,69.0,10970,1,0,3,3,1,1,2,13,7,6,1,3,6,6,1978,1978,4,0,8,1,3,0.0,3,4,2,2,1,1,0,505,5,435,0,940,5,4,1,1,1026,0,0,1026,1,0,1,0,3,1,3,5,6,0,0,3,1981.0,2,2,576,5,3,1,0,0,34,0,0,0,0,2,0,0,10,2008,4,1,147000,30,1966
858,60,2,65.0,8125,1,0,1,0,1,1,0,1,7,6,1,2,6,5,1994,1995,4,0,0,1,3,0.0,3,4,3,2,4,2,6,0,6,0,702,702,5,1,1,1,702,779,0,1481,0,0,2,1,3,1,3,6,6,1,5,6,1994.0,3,2,343,5,5,1,0,36,0,0,0,0,0,0,0,0,3,2009,4,1,174000,15,2183
859,20,2,80.0,10400,1,0,1,0,1,1,0,6,7,6,1,6,7,5,1976,1976,4,0,0,1,2,189.0,3,4,2,2,4,2,6,0,6,0,1090,1090,5,4,1,1,1370,0,0,1370,0,0,2,0,3,1,3,6,6,1,5,6,1976.0,1,2,479,5,5,1,0,0,0,0,0,0,0,2,0,0,6,2009,4,5,152000,33,2460
860,60,2,69.0,11029,1,0,3,0,1,0,0,6,8,6,1,2,6,7,1968,1984,4,0,0,1,2,220.0,3,4,2,4,4,3,1,619,6,0,435,1054,5,4,1,1,1512,1142,0,2654,1,0,2,1,4,1,2,9,6,1,2,6,1968.0,2,2,619,5,5,1,0,65,0,0,222,0,0,0,0,0,8,2006,4,1,250000,38,3708
861,50,2,55.0,7642,1,0,1,0,1,0,0,12,7,6,1,5,7,8,1918,1998,4,0,12,13,3,0.0,2,4,5,4,4,2,6,0,6,0,912,912,5,1,1,1,912,514,0,1426,0,0,1,1,3,1,2,7,6,1,2,3,1925.0,2,1,216,5,5,1,0,240,0,0,0,0,0,3,0,0,6,2007,4,1,189950,89,2338
862,190,2,75.0,11625,1,0,1,0,1,1,0,24,7,6,3,6,5,4,1965,1965,0,0,8,1,3,0.0,3,4,3,4,4,3,1,841,6,0,198,1039,5,0,1,1,1039,0,0,1039,1,0,1,1,3,1,3,6,6,0,0,6,1965.0,2,2,504,5,5,1,0,0,0,0,0,0,0,0,0,0,4,2010,4,1,131500,45,2078
863,20,2,81.0,9672,1,0,1,0,1,0,0,4,7,6,1,6,6,5,1984,1985,0,0,0,9,3,0.0,3,4,3,2,4,2,0,338,6,0,702,1040,5,4,1,1,1097,0,0,1097,0,0,2,0,3,1,3,6,6,0,0,6,1986.0,2,2,480,5,5,1,0,0,0,0,0,0,0,3,0,0,5,2010,4,1,152000,26,2137
864,20,2,70.0,7931,1,0,1,0,1,1,0,14,7,6,1,6,5,5,1959,1959,0,0,6,9,3,0.0,3,4,2,4,4,2,1,1148,6,0,0,1148,5,4,1,1,1148,0,0,1148,1,0,1,0,3,1,3,6,6,0,0,6,1959.0,2,1,672,5,5,1,0,0,0,0,0,0,0,3,0,0,7,2009,4,1,132500,50,2296
865,20,0,72.0,8640,1,0,1,0,1,1,0,10,7,6,1,6,7,5,2007,2008,4,0,5,5,3,0.0,2,4,3,1,4,2,6,0,6,0,1372,1372,5,0,1,1,1372,0,0,1372,0,0,2,0,3,1,2,6,6,0,0,6,2008.0,3,2,529,5,5,1,0,140,0,0,0,0,0,0,0,0,5,2008,8,2,250580,1,2744
866,20,2,69.0,8750,1,0,3,0,1,1,0,14,7,6,1,6,5,6,1970,1970,4,0,2,3,2,76.0,3,4,2,4,4,2,1,828,6,0,174,1002,5,4,1,1,1002,0,0,1002,1,0,1,0,3,1,3,5,6,0,0,3,1973.0,2,2,902,5,5,1,0,0,0,0,0,0,0,2,0,0,8,2009,4,1,148500,39,2004
