PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title
862,0,1.0,1.0,21.0,1,0,11.5,2.0,2.0
863,1,0.0,0.0,48.0,0,0,25.9292,2.0,3.0
864,0,2.0,0.0,25.0,8,2,69.55,2.0,1.0
865,0,1.0,1.0,24.0,0,0,13.0,2.0,2.0
866,1,1.0,0.0,42.0,0,0,13.0,2.0,3.0
867,1,1.0,0.0,27.0,1,0,13.8583,0.0,1.0
868,0,0.0,1.0,31.0,0,0,50.4958,2.0,2.0
869,0,2.0,1.0,17.0,0,0,9.5,2.0,2.0
870,1,2.0,1.0,4.0,1,1,11.1333,2.0,0.0
871,0,2.0,1.0,26.0,0,0,7.8958,2.0,2.0
872,1,0.0,0.0,47.0,1,1,52.5542,2.0,3.0
873,0,0.0,1.0,33.0,0,0,5.0,2.0,2.0
874,0,2.0,1.0,47.0,0,0,9.0,2.0,2.0
875,1,1.0,0.0,28.0,1,0,24.0,0.0,3.0
876,1,2.0,0.0,15.0,0,0,7.225,0.0,1.0
877,0,2.0,1.0,20.0,0,0,9.8458,2.0,2.0
878,0,2.0,1.0,19.0,0,0,7.8958,2.0,2.0
879,0,2.0,1.0,16.0,0,0,7.8958,2.0,2.0
880,1,0.0,0.0,56.0,0,1,83.1583,0.0,3.0
881,1,1.0,0.0,25.0,0,1,26.0,2.0,3.0
882,0,2.0,1.0,33.0,0,0,7.8958,2.0,2.0
883,0,2.0,0.0,22.0,0,0,10.5167,2.0,1.0
884,0,1.0,1.0,28.0,0,0,10.5,2.0,2.0
885,0,2.0,1.0,25.0,0,0,7.05,2.0,2.0
886,0,2.0,0.0,39.0,0,5,29.125,1.0,3.0
887,0,1.0,1.0,27.0,0,0,13.0,2.0,4.0
888,1,0.0,0.0,19.0,0,0,30.0,2.0,1.0
889,0,2.0,0.0,23.0,1,2,23.45,2.0,1.0
890,1,0.0,1.0,26.0,0,0,30.0,0.0,2.0
891,0,2.0,1.0,32.0,0,0,7.75,1.0,2.0
